id,geometry,power,voltage,source,cables,circuits,layer,ref,wires,frequency,name,line,operator,seamark:type,disused:power,fixme
23717052,"LINESTRING (146.4285861 -38.2798894, 146.4301321 -38.2800918, 146.4327332 -38.2785625, 146.433081 -38.2768118, 146.4334821 -38.2748702, 146.4342636 -38.2714767, 146.4349645 -38.2680647, 146.4355117 -38.265167, 146.4352864 -38.2620839, 146.4350289 -38.259177, 146.4348143 -38.2562284, 146.4344173 -38.2523028, 146.4352005 -38.2488905, 146.4358979 -38.2456634, 146.436488 -38.242731, 146.4370352 -38.2399166, 146.4375823 -38.2373127, 146.4391487 -38.2353744, 146.4410048 -38.2332002, 146.4425605 -38.2311434, 146.4433866 -38.2274861, 146.4441269 -38.2238535, 146.4447921 -38.220423, 146.4454895 -38.217026, 146.4461332 -38.2136454, 146.4471954 -38.2102654, 146.4481932 -38.2066909, 146.4489764 -38.2039256, 146.4495021 -38.2013963, 146.4500814 -38.1985297, 146.4505428 -38.1964892, 146.4507573 -38.1948699, 146.4510792 -38.1930659, 146.4515191 -38.1907386, 146.4518624 -38.188875, 146.4521521 -38.1873234, 146.452592 -38.1851814, 146.4531005 -38.1825211, 146.4534975 -38.1804465, 146.4538623 -38.1784055, 146.4545768 -38.1745546, 146.4552956 -38.1709788, 146.4558857 -38.1678996, 146.4563556 -38.1650468, 146.4552205 -38.1620028, 146.4538687 -38.1585112, 146.4525275 -38.1553218, 146.4514225 -38.1525044, 146.4503823 -38.1498215, 146.4494699 -38.1478043, 146.4463575 -38.1462172, 146.4415939 -38.1439559, 146.4374096 -38.1419316, 146.4343412 -38.1405132, 146.4310367 -38.138893, 146.4265091 -38.136818, 146.4211018 -38.1342695, 146.4187629 -38.1331041, 146.4167888 -38.132142, 146.4118321 -38.1297452, 146.4051158 -38.126707, 146.4020045 -38.125154, 146.4000089 -38.1241919, 146.3983137 -38.1233487, 146.3918979 -38.1202924, 146.3865335 -38.1177602, 146.3841302 -38.116646, 146.3823063 -38.1157344, 146.3792164 -38.114215, 146.3756759 -38.1125613, 146.37132 -38.1105185, 146.3675005 -38.1087626, 146.3627578 -38.1064841, 146.3598305 -38.1063815, 146.3544553 -38.1063144, 146.3502073 -38.1064241, 146.3454002 -38.1066094, 146.3410336 -38.1067698, 146.3379329 -38.1068547, 146.3339418 -38.106956, 146.3288242 -38.1071164, 146.3259166 -38.1071919, 146.3198334 -38.1074199, 146.3138467 -38.1076225, 146.3075596 -38.107842, 146.3019286 -38.1080277, 146.2981735 -38.108197, 146.2917254 -38.1083823, 146.2862859 -38.1085431, 146.2817893 -38.1080702, 146.2772735 -38.1076228, 146.2721768 -38.1070488, 146.26839 -38.106728, 146.2639048 -38.1062134, 146.2588843 -38.1057064, 146.2517281 -38.1049306, 146.2492508 -38.10466, 146.2447447 -38.104205, 146.2385864 -38.1035465, 146.2366337 -38.1033607, 146.2300891 -38.1026347, 146.2246807 -38.1020766, 146.2204332 -38.1016553, 146.2162489 -38.1012163, 146.2124939 -38.1007942, 146.2081433 -38.1003762, 146.202192 -38.099792, 146.1978812 -38.0992744, 146.1937173 -38.098788, 146.1897855 -38.0983984, 146.1833263 -38.097696, 146.1781694 -38.0971616, 146.172829 -38.0965915, 146.1677202 -38.0960471, 146.1628202 -38.0955249, 146.1582198 -38.0950347, 146.1536672 -38.0945495, 146.1493172 -38.094086, 146.1454046 -38.093669, 146.1421769 -38.0933188, 146.1378752 -38.0928667, 146.1329617 -38.0922533, 146.128241 -38.0916403, 146.1237254 -38.0910132, 146.1200839 -38.0905579, 146.1147604 -38.0898633, 146.1107366 -38.0893629, 146.1054752 -38.0886752, 146.1013491 -38.0881078, 146.0963583 -38.087488, 146.091762 -38.0868676, 146.0873888 -38.0862778, 146.0837765 -38.0858086, 146.078125 -38.0850744, 146.0759213 -38.0847882, 146.0736132 -38.0844884, 146.0681499 -38.0837787, 146.0655872 -38.0834398, 146.0583886 -38.0824878, 146.0561093 -38.0821864, 146.0524408 -38.081714, 146.0482389 -38.0811577, 146.0419669 -38.0803273, 146.0375256 -38.0797408, 146.0314189 -38.0789447, 146.0276421 -38.0784759, 146.0246707 -38.0780797, 146.0186867 -38.0773099, 146.0174192 -38.077132, 146.0142498 -38.0765274, 146.0079258 -38.0753552, 146.0052655 -38.0748983, 145.9990653 -38.0737696, 145.9959362 -38.0731823, 145.9934352 -38.0727034, 145.9912965 -38.0723225, 145.9866175 -38.0714455, 145.980203 -38.0702878, 145.9771846 -38.0697173, 145.9735714 -38.0690084, 145.9669529 -38.0677944, 145.9633735 -38.0671209, 145.9603231 -38.0667221, 145.9537046 -38.0658714, 145.9508907 -38.0655169, 145.9469736 -38.0649675, 145.943034 -38.0644446, 145.9381489 -38.0637711, 145.9331738 -38.0631419, 145.9249007 -38.0620252, 145.9224469 -38.0617239, 145.9180795 -38.0611479, 145.912294 -38.0603325, 145.9081518 -38.0598008, 145.9031992 -38.0591715, 145.8991921 -38.0586309, 145.8935303 -38.057851, 145.8892305 -38.0572838, 145.8856736 -38.0556796, 145.8803496 -38.0530915, 145.8780309 -38.0520722, 145.8745978 -38.0503704, 145.8717388 -38.0490674, 145.8670788 -38.0468691, 145.8640847 -38.045442, 145.8573199 -38.042233, 145.8532903 -38.0402916, 145.8500823 -38.0387757, 145.8471081 -38.0373684, 145.8437428 -38.035776, 145.8404827 -38.0342333, 145.8357464 -38.031977, 145.8326539 -38.0305283, 145.828235 -38.0277719, 145.825232 -38.0259321, 145.8211711 -38.0234127, 145.8181926 -38.0215535, 145.8151734 -38.0197135, 145.8120647 -38.0177645, 145.8105654 -38.0168672, 145.8043642 -38.0131559, 145.8026743 -38.0121445, 145.7974196 -38.0089994, 145.7937595 -38.0068087, 145.7900742 -38.0046028, 145.7869829 -38.0027524, 145.7821741 -37.9998738, 145.777801 -37.997256, 145.7747176 -37.9954101, 145.7721823 -37.9938924, 145.7685498 -37.9917177, 145.7644626 -37.9892708, 145.7608049 -37.9870809, 145.7573038 -37.9849847, 145.7532437 -37.9825537, 145.749689 -37.9804253, 145.7461892 -37.9783296, 145.74303 -37.9764379, 145.7428794 -37.9763477, 145.7395095 -37.9743298, 145.7353465 -37.9718369)",line,500000,Bing,3,1,,,quad,,,,,,,
23717052,"LINESTRING (146.4285861 -38.2798894, 146.4301321 -38.2800918, 146.4327332 -38.2785625, 146.433081 -38.2768118, 146.4334821 -38.2748702, 146.4342636 -38.2714767, 146.4349645 -38.2680647, 146.4355117 -38.265167, 146.4352864 -38.2620839, 146.4350289 -38.259177, 146.4348143 -38.2562284, 146.4344173 -38.2523028, 146.4352005 -38.2488905, 146.4358979 -38.2456634, 146.436488 -38.242731, 146.4370352 -38.2399166, 146.4375823 -38.2373127, 146.4391487 -38.2353744, 146.4410048 -38.2332002, 146.4425605 -38.2311434, 146.4433866 -38.2274861, 146.4441269 -38.2238535, 146.4447921 -38.220423, 146.4454895 -38.217026, 146.4461332 -38.2136454, 146.4471954 -38.2102654, 146.4481932 -38.2066909, 146.4489764 -38.2039256, 146.4495021 -38.2013963, 146.4500814 -38.1985297, 146.4505428 -38.1964892, 146.4507573 -38.1948699, 146.4510792 -38.1930659, 146.4515191 -38.1907386, 146.4518624 -38.188875, 146.4521521 -38.1873234, 146.452592 -38.1851814, 146.4531005 -38.1825211, 146.4534975 -38.1804465, 146.4538623 -38.1784055, 146.4545768 -38.1745546, 146.4552956 -38.1709788, 146.4558857 -38.1678996, 146.4563556 -38.1650468, 146.4552205 -38.1620028, 146.4538687 -38.1585112, 146.4525275 -38.1553218, 146.4514225 -38.1525044, 146.4503823 -38.1498215, 146.4494699 -38.1478043, 146.4463575 -38.1462172, 146.4415939 -38.1439559, 146.4374096 -38.1419316, 146.4343412 -38.1405132, 146.4310367 -38.138893, 146.4265091 -38.136818, 146.4211018 -38.1342695, 146.4187629 -38.1331041, 146.4167888 -38.132142, 146.4118321 -38.1297452, 146.4051158 -38.126707, 146.4020045 -38.125154, 146.4000089 -38.1241919, 146.3983137 -38.1233487, 146.3918979 -38.1202924, 146.3865335 -38.1177602, 146.3841302 -38.116646, 146.3823063 -38.1157344, 146.3792164 -38.114215, 146.3756759 -38.1125613, 146.37132 -38.1105185, 146.3675005 -38.1087626, 146.3627578 -38.1064841, 146.3598305 -38.1063815, 146.3544553 -38.1063144, 146.3502073 -38.1064241, 146.3454002 -38.1066094, 146.3410336 -38.1067698, 146.3379329 -38.1068547, 146.3339418 -38.106956, 146.3288242 -38.1071164, 146.3259166 -38.1071919, 146.3198334 -38.1074199, 146.3138467 -38.1076225, 146.3075596 -38.107842, 146.3019286 -38.1080277, 146.2981735 -38.108197, 146.2917254 -38.1083823, 146.2862859 -38.1085431, 146.2817893 -38.1080702, 146.2772735 -38.1076228, 146.2721768 -38.1070488, 146.26839 -38.106728, 146.2639048 -38.1062134, 146.2588843 -38.1057064, 146.2517281 -38.1049306, 146.2492508 -38.10466, 146.2447447 -38.104205, 146.2385864 -38.1035465, 146.2366337 -38.1033607, 146.2300891 -38.1026347, 146.2246807 -38.1020766, 146.2204332 -38.1016553, 146.2162489 -38.1012163, 146.2124939 -38.1007942, 146.2081433 -38.1003762, 146.202192 -38.099792, 146.1978812 -38.0992744, 146.1937173 -38.098788, 146.1897855 -38.0983984, 146.1833263 -38.097696, 146.1781694 -38.0971616, 146.172829 -38.0965915, 146.1677202 -38.0960471, 146.1628202 -38.0955249, 146.1582198 -38.0950347, 146.1536672 -38.0945495, 146.1493172 -38.094086, 146.1454046 -38.093669, 146.1421769 -38.0933188, 146.1378752 -38.0928667, 146.1329617 -38.0922533, 146.128241 -38.0916403, 146.1237254 -38.0910132, 146.1200839 -38.0905579, 146.1147604 -38.0898633, 146.1107366 -38.0893629, 146.1054752 -38.0886752, 146.1013491 -38.0881078, 146.0963583 -38.087488, 146.091762 -38.0868676, 146.0873888 -38.0862778, 146.0837765 -38.0858086, 146.078125 -38.0850744, 146.0759213 -38.0847882, 146.0736132 -38.0844884, 146.0681499 -38.0837787, 146.0655872 -38.0834398, 146.0583886 -38.0824878, 146.0561093 -38.0821864, 146.0524408 -38.081714, 146.0482389 -38.0811577, 146.0419669 -38.0803273, 146.0375256 -38.0797408, 146.0314189 -38.0789447, 146.0276421 -38.0784759, 146.0246707 -38.0780797, 146.0186867 -38.0773099, 146.0174192 -38.077132, 146.0142498 -38.0765274, 146.0079258 -38.0753552, 146.0052655 -38.0748983, 145.9990653 -38.0737696, 145.9959362 -38.0731823, 145.9934352 -38.0727034, 145.9912965 -38.0723225, 145.9866175 -38.0714455, 145.980203 -38.0702878, 145.9771846 -38.0697173, 145.9735714 -38.0690084, 145.9669529 -38.0677944, 145.9633735 -38.0671209, 145.9603231 -38.0667221, 145.9537046 -38.0658714, 145.9508907 -38.0655169, 145.9469736 -38.0649675, 145.943034 -38.0644446, 145.9381489 -38.0637711, 145.9331738 -38.0631419, 145.9249007 -38.0620252, 145.9224469 -38.0617239, 145.9180795 -38.0611479, 145.912294 -38.0603325, 145.9081518 -38.0598008, 145.9031992 -38.0591715, 145.8991921 -38.0586309, 145.8935303 -38.057851, 145.8892305 -38.0572838, 145.8856736 -38.0556796, 145.8803496 -38.0530915, 145.8780309 -38.0520722, 145.8745978 -38.0503704, 145.8717388 -38.0490674, 145.8670788 -38.0468691, 145.8640847 -38.045442, 145.8573199 -38.042233, 145.8532903 -38.0402916, 145.8500823 -38.0387757, 145.8471081 -38.0373684, 145.8437428 -38.035776, 145.8404827 -38.0342333, 145.8357464 -38.031977, 145.8326539 -38.0305283, 145.828235 -38.0277719, 145.825232 -38.0259321, 145.8211711 -38.0234127, 145.8181926 -38.0215535, 145.8151734 -38.0197135, 145.8120647 -38.0177645, 145.8105654 -38.0168672, 145.8043642 -38.0131559, 145.8026743 -38.0121445, 145.7974196 -38.0089994, 145.7937595 -38.0068087, 145.7900742 -38.0046028, 145.7869829 -38.0027524, 145.7821741 -37.9998738, 145.777801 -37.997256, 145.7747176 -37.9954101, 145.7721823 -37.9938924, 145.7685498 -37.9917177, 145.7644626 -37.9892708, 145.7608049 -37.9870809, 145.7573038 -37.9849847, 145.7532437 -37.9825537, 145.749689 -37.9804253, 145.7461892 -37.9783296, 145.74303 -37.9764379, 145.7428794 -37.9763477, 145.7395095 -37.9743298, 145.7353465 -37.9718369)",line,500000,Bing,3,1,,,quad,,,,,,,
27210391,"LINESTRING (146.3458272 -38.1774609, 146.3458626 -38.1791883, 146.3406363 -38.1808183, 146.3364541 -38.1803411, 146.3316462 -38.1797119, 146.3258955 -38.1787715, 146.3232026 -38.1778522, 146.3205955 -38.176954, 146.3169278 -38.1756343, 146.3131674 -38.1743396, 146.3096038 -38.1730996, 146.3061722 -38.1718894, 146.3025175 -38.1706152, 146.2992248 -38.169493, 146.2950727 -38.1680257, 146.2908026 -38.1665166, 146.2910387 -38.1657069, 146.2871119 -38.1649139, 146.2833997 -38.1641965, 146.2795481 -38.1634124, 146.2762114 -38.1627034, 146.2735292 -38.1621467, 146.2701389 -38.1614554, 146.26677 -38.1607467, 146.2634119 -38.1600803, 146.2597963 -38.159397, 146.2570175 -38.1598947, 146.2529191 -38.1594476, 146.2500009 -38.1591017, 146.2485525 -38.1589499, 146.243864 -38.1584437, 146.2403127 -38.1580135, 146.2355384 -38.1572791, 146.2314078 -38.1566552, 146.227406 -38.1560141, 146.2231863 -38.1553556, 146.219016 -38.1547148, 146.2146708 -38.1540315, 146.2105402 -38.1534072, 146.2063131 -38.1527322, 146.2015495 -38.1519645, 146.1969361 -38.1512473, 146.1924729 -38.1505551, 146.188235 -38.1498974, 146.1829993 -38.1490874, 146.1791155 -38.1484631, 146.1749634 -38.1478467, 146.1715194 -38.147265, 146.1676571 -38.1466659, 146.1639449 -38.146109, 146.158205 -38.1452062, 146.1546859 -38.1446409, 146.1501691 -38.1439321, 146.1461672 -38.1432908, 146.1418006 -38.1426158, 146.1371657 -38.1418986, 146.1325416 -38.1411729, 146.1284099 -38.1405223, 146.1243126 -38.1398565, 146.1200639 -38.1392068, 146.1166307 -38.1386667, 146.1127147 -38.1380503, 146.1085948 -38.1374178, 146.1049899 -38.1368351, 146.1016425 -38.1362955, 146.0985634 -38.1358394, 146.0952803 -38.1353162, 146.0921582 -38.1348183, 146.0862681 -38.1338816, 146.0813114 -38.1330971, 146.0781035 -38.132633, 146.0738012 -38.131949, 146.0687479 -38.1311561, 146.0644564 -38.1304725, 146.0598001 -38.1297379, 146.0552189 -38.1290294, 146.0509488 -38.1283285, 146.0465392 -38.1276453, 146.0425481 -38.1270208, 146.0380205 -38.1263283, 146.0331282 -38.1255185, 146.0301241 -38.124953, 146.0253391 -38.1240921, 146.0216483 -38.1233831, 146.0174748 -38.1225809, 146.0148784 -38.1221255, 146.011649 -38.1215178, 146.0080549 -38.1208337, 146.0044178 -38.1201754, 145.9979698 -38.1189937, 145.9952232 -38.1184788, 145.9928736 -38.118015, 145.9902021 -38.1175338, 145.9844622 -38.1164281, 145.9796879 -38.1155502, 145.9767156 -38.1151853, 145.9717807 -38.1145795, 145.9688939 -38.1142281, 145.9624931 -38.113449, 145.9593795 -38.1130699, 145.95611 -38.112672, 145.9494414 -38.1118602, 145.945579 -38.111379, 145.9408798 -38.1104167, 145.9363951 -38.1095556, 145.9328868 -38.1088549, 145.9290029 -38.1080698, 145.9250011 -38.1073105, 145.9205486 -38.1064405, 145.9159674 -38.1055372, 145.9126844 -38.1048787, 145.9098841 -38.1043388, 145.9036614 -38.1029961, 145.9012582 -38.102473, 145.8985867 -38.1022447, 145.8953788 -38.1017803, 145.8890487 -38.1008938, 145.8853044 -38.100345, 145.8798434 -38.0995852, 145.8744468 -38.0988506, 145.8708848 -38.0983445, 145.8677627 -38.0979135, 145.8633639 -38.0972975, 145.8583535 -38.0965714, 145.855446 -38.0961324, 145.8520021 -38.0955578, 145.8485045 -38.0950005, 145.8445777 -38.0943592, 145.8407046 -38.0937255, 145.8356835 -38.0928897, 145.8322288 -38.0923578, 145.8280446 -38.0916742, 145.8242466 -38.0910405, 145.8211137 -38.0905343, 145.8174552 -38.0899597, 145.8117689 -38.0890393, 145.8083357 -38.0884317, 145.8042695 -38.08779, 145.8005573 -38.0871904, 145.7965232 -38.0865313, 145.7923819 -38.0858473, 145.7882406 -38.0851886, 145.7844533 -38.0845722, 145.7811166 -38.0840233, 145.7776941 -38.0834575, 145.7737996 -38.0828326, 145.7702269 -38.0822076, 145.7664825 -38.0811689, 145.7633282 -38.080291, 145.7600237 -38.0793789, 145.756612 -38.0784415, 145.7526101 -38.0773178, 145.7486834 -38.0762115, 145.7435335 -38.0747926, 145.7417311 -38.0742689, 145.7384695 -38.0740409, 145.7341136 -38.0736693, 145.7301761 -38.0733572, 145.7266142 -38.0730781, 145.7230414 -38.0727829, 145.7189859 -38.07247, 145.7148875 -38.0721494, 145.7106818 -38.0718285, 145.7070018 -38.071516, 145.7033648 -38.0712368, 145.6989338 -38.0708487, 145.6954576 -38.0706202, 145.6924535 -38.0703753, 145.688441 -38.0700632, 145.6824119 -38.0695573, 145.6785495 -38.0692532, 145.6744935 -38.0688127, 145.6701268 -38.068357, 145.6655032 -38.0679271, 145.6614273 -38.0674842, 145.6571225 -38.0670164, 145.6534146 -38.0666513, 145.6481359 -38.0661315, 145.6432555 -38.0656509, 145.6383635 -38.0651692, 145.6355464 -38.0648918, 145.6310929 -38.0643862, 145.6268155 -38.0639858, 145.6227307 -38.0635794, 145.6189378 -38.0631872, 145.6141245 -38.0626968, 145.6099341 -38.0622584, 145.6061118 -38.0618794, 145.6019591 -38.0614633, 145.5974573 -38.0609877, 145.5940282 -38.0606328, 145.5904827 -38.0602892, 145.585509 -38.059769, 145.5806485 -38.0592934, 145.5778549 -38.0589888, 145.5733763 -38.0585528, 145.5697366 -38.0581628, 145.5662204 -38.0578348, 145.5623524 -38.0574257, 145.5580639 -38.0569857, 145.5551117 -38.0567063, 145.5503173 -38.056415, 145.5461344 -38.0561593, 145.5421544 -38.0559414, 145.5375522 -38.0556426, 145.5341786 -38.0554334, 145.5310425 -38.0552532, 145.5283679 -38.0550871, 145.5241367 -38.0548191, 145.519223 -38.0545257, 145.5161006 -38.0543408, 145.5111337 -38.0540337, 145.5077288 -38.0538276, 145.5036343 -38.0535903, 145.4966279 -38.053162, 145.4899708 -38.052747, 145.484328 -38.0524082, 145.4807495 -38.0521969, 145.4755052 -38.0518779, 145.4712875 -38.0516222, 145.466192 -38.0513104, 145.4611667 -38.051008, 145.4575618 -38.0507871, 145.4532158 -38.0505244, 145.450435 -38.0503525, 145.4461466 -38.0500925, 145.4413404 -38.049801, 145.4368381 -38.0495223, 145.4323425 -38.0492497, 145.4289067 -38.0487661, 145.4269359 -38.0485127, 145.4229012 -38.0479576, 145.4183102 -38.047339, 145.413986 -38.0467462, 145.4089394 -38.0460592, 145.4056592 -38.0456128, 145.4028869 -38.0452388, 145.3999107 -38.0448354, 145.3963731 -38.0443381, 145.3935459 -38.0439678, 145.3924862 -38.043213, 145.3886413 -38.0405356, 145.3847181 -38.0378154, 145.3811374 -38.0353406, 145.3750921 -38.0311165, 145.3724847 -38.0292995, 145.3692169 -38.02703, 145.3666192 -38.0251965, 145.3640474 -38.0232217, 145.3609978 -38.0208379, 145.3582727 -38.018677, 145.3554826 -38.0164743, 145.3515128 -38.0150802, 145.3477831 -38.012591, 145.3455324 -38.0110639, 145.3425122 -38.0090414, 145.3383819 -38.0062764, 145.3335805 -38.0030477, 145.330335 -38.0008222, 145.3266362 -37.998364, 145.3225284 -37.995594, 145.3194921 -37.99355, 145.316079 -37.9912396, 145.3128208 -37.9891178, 145.3089873 -37.9865372, 145.3065237 -37.9848646, 145.3028182 -37.9823725, 145.3002004 -37.980605, 145.2968261 -37.9783428, 145.2934747 -37.9761038, 145.2900576 -37.9738151, 145.2880124 -37.9724418, 145.2834473 -37.9693653, 145.2817294 -37.9682009, 145.2794495 -37.9666869, 145.2762201 -37.9645226, 145.2725307 -37.9620241, 145.2706317 -37.9607416, 145.2662369 -37.9577756, 145.2646195 -37.9567058, 145.2601764 -37.9536994, 145.2582627 -37.9524207, 145.2548751 -37.9501448, 145.2499895 -37.9468306, 145.2484351 -37.9458365, 145.2439102 -37.9427567, 145.2415445 -37.9411702, 145.239152 -37.9395774, 145.2350482 -37.9368146, 145.2312878 -37.9342571, 145.2304026 -37.9333516, 145.230577 -37.9323213, 145.2308586 -37.9308383, 145.2311429 -37.9292558, 145.2296811 -37.9283694)",line,220000,nearmap;Bing,6,2,5,,single,,,,,,,
